name,height_in,gender,birth_year,birth_age,death_year,death_age,years_alive,hair,series
Doirmanes,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bayle Domon,NA,Male,955,NE,NA,NA,NA,Brown,wot
Dongal,NA,Male,NA,NA,NA,NA,NA,NA,wot
Doni,NA,Male,NA,NA,NA,NA,NA,NA,wot
Donjel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dormin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lamgwin Dorn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bar Dowtry,NA,Male,NA,NA,NA,NA,NA,NA,wot
Buel Dowtry,NA,Male,NA,NA,NA,NA,NA,White,wot
Elam Dowtry,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jonneth Dowtry,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kiril Drapaneos den Alangar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nuhel Dromand,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Dulain,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tervail Dura,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Durhem,NA,Male,NA,NA,NA,NA,NA,NA,wot
Durnham,NA,Male,NA,NA,NA,NA,NA,NA,wot
Durrent,NA,Male,NA,NA,NA,NA,NA,NA,wot
Eadwin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rogosh Eagle-Eye,NA,Male,NA,NA,NA,NA,NA,White,wot
Earwin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Eawynd,NA,Male,NA,NA,NA,NA,NA,NA,wot
Eddar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Edder,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ehvin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Einar,NA,Male,NA,NA,1000,NE,NA,NA,wot
Ballin Elamri den Rendalle,NA,Male,NA,NA,NA,NA,NA,NA,wot
Zaired Elbar,NA,Male,NA,NA,1000,NE,NA,NA,wot
Elber,NA,Male,NA,NA,NA,NA,NA,NA,wot
Get Eldin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Elegar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ellisar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Chin Ellisor,NA,Male,NA,NA,NA,NA,NA,NA,wot
Emares,NA,Male,NA,NA,NA,NA,NA,NA,wot
Enkazin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Eran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Eri,NA,Male,NA,NA,NA,NA,NA,NA,wot
Erim,NA,Male,NA,NA,NA,NA,NA,Red,wot
Estevan Tonarma,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ethin,NA,Male,NA,NA,NA,NA,NA,White,wot
Evan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Evon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Eyal,NA,Male,NA,NA,NA,NA,NA,NA,wot
Eyndel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Padan Fain,NA,Male,NA,NA,NA,NA,NA,NA,wot
Asidim Faisar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Blasic Faloun,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Falton,NA,Male,NA,NA,NA,NA,NA,White,wot
Fanshir,NA,Male,NA,NA,NA,NA,NA,NA,wot
Renald Fanwar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dimir Faral,NA,Male,NA,NA,NA,NA,NA,NA,wot
Farede,NA,Male,NA,NA,NA,NA,NA,NA,wot
Farran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Favidan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Fearil,NA,Male,NA,NA,NA,NA,NA,NA,wot
Toke Fearnim,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Herid Fel,NA,Male,NA,NA,1000,NE,NA,Gray,wot
Tham Felmley,NA,Male,NA,NA,NA,NA,NA,NA,wot
Fennel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Feran,NA,Male,NA,NA,NA,NA,NA,Red,wot
Fergin,NA,Male,NA,NA,1000,NE,NA,NA,wot
Ackley Ferran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Filger,NA,Male,NA,NA,NA,NA,NA,NA,wot
Finndal,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ewin Finngar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Finsas,NA,Male,NA,NA,NA,NA,NA,NA,wot
Fitch,NA,Male,NA,NA,NA,NA,NA,NA,wot
Flern,NA,Male,NA,NA,NA,NA,NA,NA,wot
Damer Flinn,NA,Male,942,NE,NA,NA,NA,White,wot
Jeral Florry,NA,Male,NA,NA,NA,NA,NA,NA,wot
Fogh,NA,Male,NA,NA,NA,NA,NA,NA,wot
Eazil Forney,NA,Male,NA,NA,NA,NA,NA,NA,wot
Grayor Frenn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gainor Furlan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gable,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jon Gaelin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gaffin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lunal Galgan,NA,Male,NA,NA,NA,NA,NA,White,wot
Bertain Gallenne,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Gann,NA,Male,NA,NA,NA,NA,NA,NA,wot
Garam,NA,Male,NA,NA,NA,NA,NA,NA,wot
Garan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Garen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Garfin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Garken,NA,Male,NA,NA,NA,NA,NA,NA,wot
Garlvan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Colly Garren,NA,Male,NA,NA,999,NE,NA,NA,wot
Garumand,NA,Male,NA,NA,1000,NE,NA,NA,wot
Gaul,NA,Male,NA,NA,NA,NA,NA,Red,wot
Gavid,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gearan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Stevan Gedarien,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Charl Gedwyn,NA,Male,NA,NA,1000,NE,NA,NA,wot
Floran Gelb,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gelen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Geleni,NA,Male,NA,NA,NA,NA,NA,NA,wot
Cowin Gemallan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gendar,NA,Male,NA,NA,1000,NE,NA,NA,wot
Androl Genhald,NA,Male,NA,NA,NA,NA,NA,NA,wot
Geral,NA,Male,NA,NA,NA,NA,NA,NA,wot
Pavil Geraneos,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gharadin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ghoetam,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gholam,NA,Male,NA,NA,NA,NA,NA,Sandy,wot
Gideon Faun,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gilber,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gilgame,NA,Male,NA,NA,NA,NA,NA,NA,wot
Basel Gill,NA,Male,945,NE,NA,NA,NA,Grey,wot
Branlet Gilyard,NA,Male,987,NE,NA,NA,NA,Black,wot
Howal Gode,NA,Male,NA,NA,998,NE,NA,NA,wot
Goemal,NA,Male,NA,NA,NA,NA,NA,NA,wot
Beron Goerad,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gokhan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Berab Golever,NA,Male,NA,NA,NA,NA,NA,NA,wot
Aldred Gomaisen,NA,Male,NA,NA,1000,NE,NA,NA,wot
Gomanes,NA,Male,NA,NA,999,NE,NA,NA,wot
Gorderan,NA,Male,NA,NA,1000,NE,NA,NA,wot
Gorenellin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ries Gorthanes,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gadren Grady,NA,Male,995,NE,NA,NA,NA,NA,wot
Jur Grady,NA,Male,NA,NA,NA,NA,NA,NA,wot
Graeger,NA,Male,NA,NA,NA,NA,NA,NA,wot
Master Grinwell,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gueyam,NA,Male,NA,NA,1000,NE,NA,NA,wot
Gufrin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Elfraed Guitama,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gurat,NA,Male,NA,NA,NA,NA,NA,NA,wot
Charlz Guybon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gwil,NA,Male,NA,NA,NA,NA,NA,NA,wot
Habiger,NA,Male,NA,NA,NA,NA,NA,NA,wot
Avar Hachami,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hachari,NA,Male,NA,NA,NA,NA,NA,NA,wot
Had (boy),NA,Male,NA,NA,NA,NA,NA,NA,wot
Sunamon Haellin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Haerm,NA,Male,NA,NA,NA,NA,NA,NA,wot
Haesel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Arendor Haevin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hahn,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Haindar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Saml Hake,NA,Male,NA,NA,NA,NA,NA,NA,wot
Halan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Barim Halle,NA,Male,NA,NA,NA,NA,NA,NA,wot
Halvar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hamad,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hamal,NA,Male,NA,NA,NA,NA,NA,NA,wot
Haman,NA,Male,NA,NA,NA,NA,NA,White,wot
Hamarashle,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hammar,NA,Male,NA,NA,999,NE,NA,NA,wot
Jisao Hamora,NA,Male,NA,NA,NA,NA,NA,NA,wot
Han,NA,Male,NA,NA,NA,NA,NA,White,wot
Iagin Handar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Handoin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Daved Hanlon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Afrim Hansard,NA,Male,NA,NA,NA,NA,NA,NA,wot
Morly Hardlin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Thad Haren,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jurah Haret,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hari,NA,Male,NA,NA,1000,NE,NA,NA,wot
Samwil Hark,NA,Male,NA,NA,NA,NA,NA,Brown,wot
Harnan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Milam Harnder,NA,Male,NA,NA,NA,NA,NA,NA,wot
Alaabar Harnesh,NA,Male,NA,NA,NA,NA,NA,NA,wot
Master Harod,NA,Male,NA,NA,NA,NA,NA,NA,wot
Harril,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Hartha,NA,Male,NA,NA,NA,NA,NA,NA,wot
Harvell,NA,Male,NA,NA,NA,NA,NA,NA,wot
Henre Haslin,NA,Male,NA,NA,NA,NA,NA,White,wot
Hatch,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hearne,NA,Male,NA,NA,NA,NA,NA,NA,wot
Elbreth Hedare,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hehyal,NA,Male,NA,NA,NA,NA,NA,NA,wot
Heirn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Helmke,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hend the Striker,NA,Male,NA,NA,NA,NA,NA,NA,wot
Henren,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jakob Hernvil,NA,Male,NA,NA,NA,NA,NA,NA,wot
Herod,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hightower,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hirshanin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hoffley,NA,Male,NA,NA,NA,NA,NA,NA,wot
Sarin Hoigan,69,Male,NA,NA,NA,NA,NA,NA,wot
Holcom,NA,Male,NA,NA,NA,NA,NA,NA,wot
Raimun Holdwin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Eben Hopwil,NA,Male,984,NE,1000,NE,16,NA,wot
Hornwell,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Huan (Seanchan),NA,Male,NA,NA,998,NE,NA,Golden,wot
Huan (Tairen),NA,Male,NA,NA,NA,NA,NA,NA,wot
Kely Huldin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hurd,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hurin,NA,Male,NA,NA,1000,NE,NA,Gray,wot
Rowan Hurn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ianor,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ihvon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Indirian,NA,Male,NA,NA,NA,NA,NA,NA,wot
Inlow,NA,Male,NA,NA,NA,NA,NA,NA,wot
Iralin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ishamael,NA,Male,-500,AB,999,NE,3984,Black,wot
Ismic,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rodel Ituralde,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ivon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ivon (blacksmith),NA,Male,NA,NA,NA,NA,NA,NA,wot
Jadranka,NA,Male,NA,NA,1000,NE,NA,NA,wot
Jaem,NA,Male,922,NE,1000,NE,78,NA,wot
Jaem the Giant-Slayer,NA,Male,NA,NA,NA,NA,NA,NA,wot
Agelmar Jagad,NA,Male,NA,NA,NA,NA,NA,White,wot
Jahar Narishma,NA,Male,977,NE,NA,NA,NA,Dark,wot
Jaim (soldier),NA,Male,NA,NA,NA,NA,NA,Gray,wot
Jak,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jalanda (Ogier),NA,Male,NA,NA,NA,NA,NA,NA,wot
Jame,NA,Male,NA,NA,NA,NA,NA,NA,wot
Shevar Jamelle,NA,Male,NA,NA,NA,NA,NA,NA,wot
Janduin (father),NA,Male,NA,NA,979,NE,NA,NA,wot
Janduin (son),NA,Male,NA,NA,NA,NA,NA,NA,wot
Kelwin Janevor,NA,Male,NA,NA,NA,NA,NA,NA,wot
Janwin,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Jaren,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jargen,NA,Male,NA,NA,1000,NE,NA,Black,wot
Jaril,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jarr,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jearom,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jenric,NA,Male,NA,NA,NA,NA,NA,NA,wot
Poul Jens,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jeordam,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jer al'Hune,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jeral,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jerasid,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jerum Nus,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jheran,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Jhoradin,NA,Male,NA,NA,1000,NE,NA,Red,wot
Jidar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Joao,NA,Male,NA,NA,NA,NA,NA,NA,wot
Joelin,NA,Male,NA,NA,999,NE,NA,NA,wot
Johanin,NA,Male,NA,NA,999,NE,NA,NA,wot
Jom,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jon (blacksmith),NA,Male,NA,NA,NA,NA,NA,NA,wot
Jonai,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jophil,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jorgin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jori,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jorshem,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jovarin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jowdry,NA,Male,NA,NA,1000,NE,NA,NA,wot
Uren din Jubai Soaring Gull,NA,Male,NA,NA,NA,NA,NA,NA,wot
Juin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Juranai,NA,Male,NA,NA,NA,NA,NA,Brown,wot
Juric,NA,Male,NA,NA,NA,NA,NA,NA,wot
Hadnan Kadere,NA,Male,NA,NA,999,NE,NA,NA,wot
Welyn Kajima,NA,Male,NA,NA,NA,NA,NA,Black,wot
Kajin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tad Kandel,NA,Male,NA,NA,1000,NE,NA,NA,wot
Kappre,NA,Male,NA,NA,NA,NA,NA,NA,wot
Karam,NA,Male,NA,NA,NA,NA,NA,NA,wot
Furyk Karede,NA,Male,958,NE,NA,NA,NA,NA,wot
Karile,NA,Male,NA,NA,979,NE,NA,Golden,wot
Karm,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kash,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kashgar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kendral,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kennit,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kerb,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bretton Kilvar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lorwyn Kilvar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kimtin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kin (entertainer),NA,Male,NA,NA,NA,NA,NA,NA,wot
Hyam Kinch,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kindlin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kinhuin,NA,Male,NA,NA,1000,NE,NA,NA,wot
Mangore Kiramin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kireyin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Rovair Kirklin,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Kirkun,NA,Male,NA,NA,1000,NE,NA,NA,wot
Raefar Kisman,NA,Male,NA,NA,1000,NE,NA,NA,wot
Kline,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kodam,NA,Male,NA,NA,NA,NA,NA,NA,wot
Koimal,NA,Male,NA,NA,NA,NA,NA,NA,wot
Kolom,NA,Male,NA,NA,NA,NA,NA,NA,wot
Venr Kosaan,NA,Male,NA,NA,1000,NE,NA,Gray,wot
Kostelle,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Kragil,NA,Male,NA,NA,1000,NE,NA,NA,wot
Kralle,NA,Male,NA,NA,1000,NE,NA,NA,wot
Kuehn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Nazar Kurenin,NA,Male,NA,NA,1000,NE,NA,NA,wot
Mezar Kurin,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Laandon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lacel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ladoman,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ladwin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Laefar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Laerad,NA,Male,NA,NA,1000,NE,NA,NA,wot
Laird,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tornay Lanasiet,NA,Male,NA,NA,1000,NE,NA,NA,wot
Landalin,NA,Male,NA,NA,1000,NE,NA,NA,wot
Lathin,NA,Male,NA,NA,998,NE,NA,NA,wot
Laud,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lawtin,NA,Male,NA,NA,1000,NE,NA,NA,wot
Barel Layden,NA,Male,NA,NA,NA,NA,NA,NA,wot
Shelaan Lazari,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ledar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ledron,NA,Male,NA,NA,NA,NA,NA,NA,wot
Leems,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lehynen,NA,Male,NA,NA,1000,NE,NA,NA,wot
Leiran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lenn,NA,Male,NA,NA,NA,NA,NA,NA,wot
Leonin,NA,Male,NA,NA,NA,NA,NA,Black,wot
Lerman,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lewin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Dannil Lewin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Flann Lewin,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Natley Lewin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tell Lewin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Win Lewin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lidrin,NA,Male,NA,NA,1000,NE,NA,NA,wot
Llyw,NA,Male,NA,NA,NA,NA,NA,NA,wot
Loial,NA,Male,908,NE,NA,NA,NA,Black,wot
Lomas,NA,Male,NA,NA,NA,NA,NA,NA,wot
Londraed,NA,Male,NA,NA,NA,NA,NA,NA,wot
Cavan Lopar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lopin,NA,Male,NA,NA,1000,NE,NA,NA,wot
Jaq Lounalt,NA,Male,NA,NA,1000,NE,NA,NA,wot
Gamel Loune,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Luca (Aiel),NA,Male,NA,NA,NA,NA,NA,NA,wot
Valan Luca,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Lucellin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Therin Lugay,NA,Male,NA,NA,NA,NA,NA,NA,wot
Haral Luhhan,77,Male,950,NE,NA,NA,NA,NA,wot
Lurts,NA,Male,NA,NA,NA,NA,NA,NA,wot
Gregorin Panar den Lushenos,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lussin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lyncon,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lyonford,NA,Male,NA,NA,NA,NA,NA,NA,wot
Ma'combe,NA,Male,NA,NA,NA,NA,NA,NA,wot
Renald Macer,NA,Male,NA,NA,NA,NA,NA,NA,wot
Machan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Macharan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Elyas Machera,NA,Male,943,NE,NA,NA,NA,Brown,wot
Machir,NA,Male,NA,NA,NA,NA,NA,NA,wot
Macoll,NA,Male,NA,NA,NA,NA,NA,NA,wot
Sawyn Maculhene,NA,Male,NA,NA,943,FY,NA,NA,wot
Slone Maddow,NA,Male,NA,NA,NA,NA,NA,NA,wot
Madic,NA,Male,NA,NA,1000,NE,NA,NA,wot
Madresin Mandevwin,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Barin Madwen,NA,Male,NA,NA,NA,NA,NA,NA,wot
Madwin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Maecine,NA,Male,NA,NA,NA,NA,NA,NA,wot
Yarin Maeldan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Maeric,NA,Male,NA,NA,1000,NE,NA,NA,wot
Kenly Maerin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jalid Magonine,NA,Male,NA,NA,NA,NA,NA,NA,wot
Croi Makin,NA,Male,NA,NA,NA,NA,NA,Yellow,wot
Makzim,NA,Male,NA,NA,NA,NA,NA,NA,wot
Malain,NA,Male,NA,NA,NA,NA,NA,NA,wot
Malalin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Malan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Arel Malevin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Huan Mallia,NA,Male,NA,NA,NA,NA,NA,Dark,wot
Mallone,NA,Male,NA,NA,NA,NA,NA,NA,wot
Malvin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Managan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Manal,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Eliris Mancuri den Rhomin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bili Mandair,NA,Male,978,NE,NA,NA,NA,NA,wot
Mandein,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mandelain,77,Male,NA,NA,NA,NA,NA,NA,wot
Manderic,NA,Male,NA,NA,1000,NE,NA,NA,wot
Mandhuin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Al'Akir Mandragoran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lan Mandragoran,77.5,Male,953,NE,NA,NA,NA,Dark,wot
Lain Mandragoran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Maric Mandragoran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Karldin Manfor,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mangin,NA,Male,NA,NA,999,NE,NA,NA,wot
Perival Mantear,NA,Male,988,NE,NA,NA,NA,Golden,wot
Lothair Mantelar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mantual,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jeorad Manyard,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Maraconn,NA,Male,NA,NA,1000,NE,NA,NA,wot
Jailin Maran,NA,Male,NA,NA,NA,NA,NA,NA,wot
Souran Maravaile,NA,Male,NA,NA,1017,FY,NA,NA,wot
Semaradrid Maravin,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Varan Marcasiev,NA,Male,NA,NA,NA,NA,NA,NA,wot
Demetre Marcolin,NA,Male,NA,NA,1000,NE,NA,NA,wot
Mardry,NA,Male,NA,NA,NA,NA,NA,NA,wot
Azil Mareed,NA,Male,NA,NA,NA,NA,NA,NA,wot
Bukama Marenellin,NA,Male,NA,NA,979,NE,NA,Gray,wot
Torhs Margin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Maric,NA,Male,NA,NA,NA,NA,NA,NA,wot
Marind,NA,Male,NA,NA,NA,NA,NA,NA,wot
Maringil,NA,Male,NA,NA,999,NE,NA,White,wot
Marlesh,NA,Male,NA,NA,NA,NA,NA,NA,wot
Martan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Brannin Martan,NA,Male,NA,NA,NA,NA,NA,Gray,wot
Hu Marwin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Teven Marwin,NA,Male,NA,NA,999,NE,NA,NA,wot
Haren Maseed,NA,Male,NA,NA,NA,NA,NA,NA,wot
Tyrn sur Paendrag Mashera,NA,Male,NA,NA,1054,FY,NA,NA,wot
Naorman Mashinta,NA,Male,NA,NA,NA,NA,NA,NA,wot
Masic,NA,Male,NA,NA,NA,NA,NA,NA,wot
Jak Masond,NA,Male,NA,NA,NA,NA,NA,NA,wot
Masuto,NA,Male,NA,NA,NA,NA,NA,NA,wot
Aedmun Matherin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Matoun,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mavabwin,NA,Male,NA,NA,NA,NA,NA,NA,wot
Balwen Mayel,NA,Male,NA,NA,NA,NA,NA,NA,wot
Maynard,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mazone,NA,Male,NA,NA,1000,NE,NA,NA,wot
Barris Mecandes,NA,Male,NA,NA,NA,NA,NA,NA,wot
Meciar,NA,Male,NA,NA,NA,NA,NA,NA,wot
Mehtan,NA,Male,NA,NA,NA,NA,NA,NA,wot
Melarned,NA,Male,NA,NA,NA,NA,NA,NA,wot
Melten,NA,Male,NA,NA,NA,NA,NA,NA,wot
Lawdrin Mendair,NA,Male,NA,NA,1000,NE,NA,NA,wot
Mendan,NA,Male,NA,NA,NA,NA,NA,NA,wot
